id,brand_name,presentation,dosage_raw,dci,labo_name,therapeutic_class,status,atc_code,price_ppv,price_hospital,toxicity_class,product_type,indications,is_psychoactive,contraindications,min_age,source_url
2683,"LONGAMYCINE 100 MG, Comprimé",Boîte de 10,100 MG,Doxycycline,BOTTU S.A.,Antibiotique de la famille des cyclines,Commercialisé,J01AA02,32.3,20.2,A,Médicament,"Indications cliniques lorsque l'agent pathogène est inclus dans le spectre d'activité antimicrobienne de la doxycycline.
Infections des voies respiratoires
Pneumonies: pneumonie lobaire et bronchopneumonie dues à des germes sensibles à la doxycycline.
Autres infections de la sphère ORL et des voies respiratoires
Pharyngite, amygdalite, otite moyenne, bronchite et sinusite. La pénicilline est l'antibiotique de première intention pour le traitement des infections des voies respiratoires supérieures provoquées par un streptocoque bêta-hémolytique du groupe A, de même que pour la prévention du rhumatisme articulaire aigu.
Infections des voies urinaires et génitales
Pyélonéphrite, cystite, urétrite et urétrite non spécifique (urétrite non gonococcique, lymphogranulomatose vénérienne). la doxycycline est indiquée lors d'infections à gonocoques comme traitement d'appoint lors d'une co-infection suspectée ou prouvée à Chlamydia trachomatis.
Infections gastro-intestinales
doxycycline est indiquée pour le traitement et la prévention sélective du choléra.
Infections de la peau et des tissus mous
Impétigo, furonculose, phlegmon, abcès, plaies traumatiques ou post-opératoires infectées, paronychie. Lors du traitement des infections des tissus mous par la doxycycline, les mesures chirurgicales nécessaires doivent être prises simultanément.
Infections ophtalmiques
La doxycycline est indiquée lors de trachome, même si - comme le révèle l'examen par immunofluorescence - le germe pathogène ne peut pas toujours être éliminé. La conjonctivite à inclusions (conjonctivite des piscines) peut être traitée par la doxycycline seule ou en association à des médicaments topiques.
Borrélioses, maladie de Lyme
Maladie de Lyme au stade I et II, soit lors de manifestations cutanées avec manifestations articulaires passagères et manifestations neurologiques passagères ou limitées au visage.
Fièvre récurrente épidémique à poux et typhus exanthématique
La doxycycline est indiquée dans le traitement de la fièvre récurrente épidémique à poux (due à Borrelia recurrentis) et celui du typhus exanthématique (dû à Rickettsia prowazekii).
Leptospirose
La doxycycline est indiquée pour la prévention et le traitement de la leptospirose.
Autres infections
Ornithose, prostatite, granulome inguinal (dû à Calymmatobacterium granulomatis), syphilis, franboesia (pian), chancre mou et angine de Plaut-Vincent. Paludisme dû à un Plasmodium falciparum résistant à la chloroquine.
Lors d'amibiase intestinale aiguë, la doxycycline est indiquée peut s'avérer utile en complément des amoebicides.
Prophylaxie
Lorsque le risque d'infection est élevé, la doxycycline est indiquée dans la prévention aussi bien du typhus des broussailles (dû à Rickettsia tsutsuga mushi «scrub typhus»), de la diarrhée des voyageurs (souches entérotoxiques de E. coli) et de la leptospirose, que du paludisme dans les régions où les souches de Plasmodium falciparum sont résistantes à la chloroquine.
Les recommandations officielles pour un usage mesuré des antibiotiques doivent être respectées, en particulier les recommandations d'utilisation destinées à empêcher la prolifération d'une résistance aux antibiotiques.",false,,,
2684,"LONGAMYCINE 200 MG, Comprimé",Boîte de 8,200 MG,Doxycycline,BOTTU S.A.,Antibiotique de la famille des cyclines,Commercialisé,J01AA02,44.4,27.8,A,Médicament,"Indications cliniques lorsque l'agent pathogène est inclus dans le spectre d'activité antimicrobienne de la doxycycline.
Infections des voies respiratoires
Pneumonies: pneumonie lobaire et bronchopneumonie dues à des germes sensibles à la doxycycline.
Autres infections de la sphère ORL et des voies respiratoires
Pharyngite, amygdalite, otite moyenne, bronchite et sinusite. La pénicilline est l'antibiotique de première intention pour le traitement des infections des voies respiratoires supérieures provoquées par un streptocoque bêta-hémolytique du groupe A, de même que pour la prévention du rhumatisme articulaire aigu.
Infections des voies urinaires et génitales
Pyélonéphrite, cystite, urétrite et urétrite non spécifique (urétrite non gonococcique, lymphogranulomatose vénérienne). la doxycycline est indiquée lors d'infections à gonocoques comme traitement d'appoint lors d'une co-infection suspectée ou prouvée à Chlamydia trachomatis.
Infections gastro-intestinales
doxycycline est indiquée pour le traitement et la prévention sélective du choléra.
Infections de la peau et des tissus mous
Impétigo, furonculose, phlegmon, abcès, plaies traumatiques ou post-opératoires infectées, paronychie. Lors du traitement des infections des tissus mous par la doxycycline, les mesures chirurgicales nécessaires doivent être prises simultanément.
Infections ophtalmiques
La doxycycline est indiquée lors de trachome, même si - comme le révèle l'examen par immunofluorescence - le germe pathogène ne peut pas toujours être éliminé. La conjonctivite à inclusions (conjonctivite des piscines) peut être traitée par la doxycycline seule ou en association à des médicaments topiques.
Borrélioses, maladie de Lyme
Maladie de Lyme au stade I et II, soit lors de manifestations cutanées avec manifestations articulaires passagères et manifestations neurologiques passagères ou limitées au visage.
Fièvre récurrente épidémique à poux et typhus exanthématique
La doxycycline est indiquée dans le traitement de la fièvre récurrente épidémique à poux (due à Borrelia recurrentis) et celui du typhus exanthématique (dû à Rickettsia prowazekii).
Leptospirose
La doxycycline est indiquée pour la prévention et le traitement de la leptospirose.
Autres infections
Ornithose, prostatite, granulome inguinal (dû à Calymmatobacterium granulomatis), syphilis, franboesia (pian), chancre mou et angine de Plaut-Vincent. Paludisme dû à un Plasmodium falciparum résistant à la chloroquine.
Lors d'amibiase intestinale aiguë, la doxycycline est indiquée peut s'avérer utile en complément des amoebicides.
Prophylaxie
Lorsque le risque d'infection est élevé, la doxycycline est indiquée dans la prévention aussi bien du typhus des broussailles (dû à Rickettsia tsutsuga mushi «scrub typhus»), de la diarrhée des voyageurs (souches entérotoxiques de E. coli) et de la leptospirose, que du paludisme dans les régions où les souches de Plasmodium falciparum sont résistantes à la chloroquine.
Les recommandations officielles pour un usage mesuré des antibiotiques doivent être respectées, en particulier les recommandations d'utilisation destinées à empêcher la prolifération d'une résistance aux antibiotiques.",false,,,
2685,"LONSURF 15 MG / 6.14 MG, Comprimé pélliculé","Boite de 60 (Trifluridine (15 mg) , Tipiracil (6.14 mg))",,Trifluridine | Tipiracil (6.14 mg),SERVIER MAROC,"Antinéoplasique, analogue nucléosidique et inhibiteur de la thymidine phosphorylase (TPase)",Commercialisé,L01BC59,16482.0,16167.0,A,,,false,,,
2686,"LONSURF 15 MG / 6.14 MG, Comprimé pélliculé","Boite de 20 (Trifluridine (15 mg) , Tipiracil (6.14 mg))",15 MG | 6.14 MG,Trifluridine | Tipiracil (6.14 mg),SERVIER MAROC,"Agents antinéoplasiques, anti métabolites",Commercialisé,L01BC59,5901.0,5663.0,A,,"Cancer colorectal
Lonsurf est indiqué dans le traitement des patients adultes atteints d'un cancer colorectal métastatique (CCRm) qui ont été précédemment traités par les traitements disponibles incluant une chimiothérapie à base de fluoropyrimidine, d'oxaliplatine et d'irinotecan, un traitement par anti-VEGF et ainsi qu'un traitement par anti-EGFR chez les patients avec un statut KRAS non muté (type sauvage).

Cancer gastrique
Lonsurf est indiqué dans le traitement des patients adultes atteints d'un cancer gastrique métastatique, y compris un adénocarcinome de la jonction gastro-œsophagienne. Les patients doivent avoir été préalablement traités par au moins deux chimiothérapies à base de fluoropyrimidine, de platine et de taxane ou d'irinotecan et, si approprié, par un traitement ciblé HER2/neu.",false,,,
2687,"LONSURF 20 MG / 8.19 MG, Comprimé pélliculé","Boite de 20 (Trifluridine (20mg) , Tipiracil (8.19 mg))",,Trifluridine | Tipiracil,SERVIER MAROC,"Antinéoplasique, analogue nucléosidique et inhibiteur de la thymidine phosphorylase (TPase)",Commercialisé,L01BC59,7735.0,7551.0,A,,"Cancer colorectal
Lonsurf est indiqué dans le traitement des patients adultes atteints d'un cancer colorectal métastatique (CCRm) qui ont été précédemment traités par les traitements disponibles incluant une chimiothérapie à base de fluoropyrimidine, d'oxaliplatine et d'irinotecan, un traitement par anti-VEGF et ainsi qu'un traitement par anti-EGFR chez les patients avec un statut KRAS non muté (type sauvage).

Cancer gastrique
Lonsurf est indiqué dans le traitement des patients adultes atteints d'un cancer gastrique métastatique, y compris un adénocarcinome de la jonction gastro-œsophagienne. Les patients doivent avoir été préalablement traités par au moins deux chimiothérapies à base de fluoropyrimidine, de platine et de taxane ou d'irinotecan et, si approprié, par un traitement ciblé HER2/neu.",false,,,
2688,"LONSURF 20 MG / 8.19 MG, Comprimé pélliculé",Boite de 60,20 MG | 8.19 MG,Trifluridine | Tipiracil,SERVIER MAROC,"Antinéoplasique, analogue nucléosidique et inhibiteur de la thymidine phosphorylase (TPase)",Commercialisé,L01BC59,21165.0,20757.0,A,,"Cancer colorectal
Lonsurf est indiqué dans le traitement des patients adultes atteints d'un cancer colorectal métastatique (CCRm) qui ont été précédemment traités par les traitements disponibles incluant une chimiothérapie à base de fluoropyrimidine, d'oxaliplatine et d'irinotecan, un traitement par anti-VEGF et ainsi qu'un traitement par anti-EGFR chez les patients avec un statut KRAS non muté (type sauvage).

Cancer gastrique
Lonsurf est indiqué dans le traitement des patients adultes atteints d'un cancer gastrique métastatique, y compris un adénocarcinome de la jonction gastro-œsophagienne. Les patients doivent avoir été préalablement traités par au moins deux chimiothérapies à base de fluoropyrimidine, de platine et de taxane ou d'irinotecan et, si approprié, par un traitement ciblé HER2/neu.",false,,,
2689,"LOPERIUM 2 MG, Gélule",Boîte de 20,2 MG,Lopéramide,BOTTU S.A.,"Antidiarrhéique, ralentisseur de la motricité intestinale",Commercialisé,A07DA03,21.4,13.4,C,Médicament,"Traitement symptomatique de la diarrhée aiguë et chronique, quelle qu'en soit l'étiologie, dont diarrhée des voyageurs, diarrhée après iléostomie ou résection iléale, diarrhée après radiothérapie, incontinence fécale.",false,,,
2690,"LORBRENA 100 MG, Comprimé pelliculé",Flacon de 30,100 MG,Lorlatinib,PFIZER MAROC,"Antinéoplasiques, inhibiteurs des protéines kinases,",Commercialisé,L01ED05,39160.0,38400.0,A,,"LORBRENA en monothérapie est indiqué dans le traitement des patients adultes atteints d’un cancer du poumon non à petites cellules (CPNPC) ALK (kinase du lymphome anaplasique)-positif avancé non préalablement traité par un inhibiteur de l’ALK.
LORBRENA en monothérapie est indiqué dans le traitement des patients adultes atteints d'un CPNPC ALK-positif avancé dont la maladie a progressé après :
alectinib ou céritinib comme premier traitement par un inhibiteur de la tyrosine kinase (ITK)
ALK ; ou crizotinib et au moins un autre ITK ALK.",false,"Hypersensibilité au lorlatinib.
Utilisation concomitante d'inducteurs puissants du CYP3A4/5.",,
2691,"LORBRENA 25 MG, Comprimé pelliculé",Flacon de 30,25 MG,Lorlatinib,PFIZER MAROC,"Antinéoplasiques, inhibiteurs des protéines kinases,",Commercialisé,L01ED05,13431.0,13176.0,A,,"LORBRENA en monothérapie est indiqué dans le traitement des patients adultes atteints d’un cancer du poumon non à petites cellules (CPNPC) ALK (kinase du lymphome anaplasique)-positif avancé non préalablement traité par un inhibiteur de l’ALK.
LORBRENA en monothérapie est indiqué dans le traitement des patients adultes atteints d'un CPNPC ALK-positif avancé dont la maladie a progressé après :
alectinib ou céritinib comme premier traitement par un inhibiteur de la tyrosine kinase (ITK)
ALK ; ou crizotinib et au moins un autre ITK ALK.",false,"Hypersensibilité au lorlatinib.
Utilisation concomitante d'inducteurs puissants du CYP3A4/5.",,
2692,"LORCARD 5 MG, Comprimé",Boîte de 14,5 MG,Amlodipine,LAPROPHAN,"Inhibiteur calcique, dérivé de la dihydropyridine",Commercialisé,C08CA01,25.0,15.6,A,Médicament,"Hypertension.
Angor chronique stable.
Angor vasospastique (syndrome de Prinzmetal).",false,,,
2693,"LORCARD 5 MG, Comprimé",Boîte de 28,5 MG,Amlodipine,LAPROPHAN,"Inhibiteur calcique, dérivé de la dihydropyridine",Commercialisé,C08CA01,47.5,29.7,A,Médicament,"Hypertension.
Angor chronique stable.
Angor vasospastique (syndrome de Prinzmetal).",false,,,
2694,"LOREUS 0.5 MG / ML, Solution buvable",Flacon de 60 ml,0.5 MG / ML,Desloratadine,BOTTU S.A.,Antihistaminique,Commercialisé,R06AX27,22.9,14.3,C,Médicament,"Indiqué chez les adultes et les adolescents de 12 ans et plus pour le traitement symptomatique de:

- la rhinite allergique
- l’urticaire",false,,,
